Age,Gender,Sleep_Hours,Phone_Checks_Per_Day,Apps_Used_Daily,Phone_Usage_Purpose,Avg_Usage_Hours,Mental_Health_Issue_Level,Productive_Hours,No_Productive_Time,Addiction_Level
14,Male,5.1,45,14,Social Media,3.9333333333333336,5.0,1.2,1.65,3
19,Female,5.8,32,18,Education,4.533333333333333,4.0,0.6,1.6500000000000001,3
17,Male,7.1,53,8,Other,4.033333333333333,6.666666666666667,0.65,0.9,1
13,Female,8.3,144,5,Social Media,4.1000000000000005,6.333333333333333,0.9,1.35,3
16,Male,3.0,24,6,Browsing,3.233333333333334,6.333333333333333,1.85,2.25,3
18,Male,4.2,137,8,Other,4.333333333333333,4.333333333333333,0.55,1.5,3
18,Female,5.3,24,18,Browsing,3.6666666666666665,5.0,0.8,2.5,3
18,Male,6.1,93,15,Social Media,4.133333333333333,6.333333333333333,0.9500000000000001,2.25,3
14,Male,8.7,67,10,Social Media,4.5,4.666666666666667,0.8500000000000001,3.7,3
17,Female,5.5,138,19,Browsing,4.8999999999999995,5.0,2.05,2.05,3
16,Other,8.3,45,12,Social Media,4.266666666666667,6.333333333333333,1.75,2.5999999999999996,3
17,Female,7.5,55,7,Other,3.5333333333333337,3.3333333333333335,0.6,1.75,2
16,Other,7.1,149,8,Gaming,3.6333333333333333,5.333333333333333,0.65,1.35,3
18,Female,6.0,49,16,Education,3.2999999999999994,3.3333333333333335,0.65,2.3,3
13,Male,8.6,21,17,Social Media,3.1666666666666665,4.333333333333333,0.55,1.75,2
13,Other,6.8,58,18,Browsing,5.233333333333333,6.333333333333333,1.25,2.0,3
16,Female,7.5,66,20,Browsing,4.566666666666666,6.666666666666667,1.65,2.55,3
14,Other,6.4,148,10,Education,4.533333333333334,3.6666666666666665,0.75,2.0999999999999996,3
17,Other,8.2,91,19,Education,3.5666666666666664,6.0,0.8,2.75,3
13,Female,6.0,58,5,Gaming,4.2,7.0,1.45,2.2,2
18,Other,5.7,108,19,Social Media,3.233333333333333,5.666666666666667,0.95,0.8,3
18,Female,5.8,103,11,Browsing,3.466666666666667,3.3333333333333335,0.9,1.15,2
13,Female,4.4,20,6,Other,3.266666666666667,7.666666666666667,2.05,2.95,3
16,Female,4.2,108,10,Browsing,2.3666666666666667,5.0,1.1,1.75,3
16,Other,3.0,108,6,Browsing,3.9,5.333333333333333,1.35,1.55,3
13,Other,7.9,23,16,Gaming,4.933333333333334,3.6666666666666665,1.0,0.65,2
13,Female,5.0,127,16,Education,5.133333333333333,6.333333333333333,0.0,2.4,3
13,Male,7.6,146,17,Gaming,3.0,7.666666666666667,1.05,2.05,3
18,Male,6.9,132,13,Education,4.233333333333333,4.0,0.4,1.85,3
13,Male,5.8,149,11,Gaming,2.8000000000000003,4.0,1.05,2.5999999999999996,3
13,Female,9.2,22,17,Gaming,2.0,3.3333333333333335,1.35,1.8,2
17,Male,8.3,107,16,Education,5.3999999999999995,1.6666666666666667,1.9,1.4,3
13,Male,7.0,68,9,Social Media,4.333333333333333,7.333333333333333,0.35,1.5,2
14,Male,8.7,135,11,Social Media,3.5666666666666664,3.0,1.4,2.0,2
15,Other,6.9,128,6,Other,3.8666666666666667,9.0,1.35,2.25,3
13,Male,5.0,34,5,Browsing,4.0,5.333333333333333,1.3,1.35,2
16,Female,3.8,98,18,Browsing,4.366666666666666,4.0,1.7,2.5999999999999996,3
14,Other,7.1,26,18,Education,3.233333333333333,3.6666666666666665,0.45,2.05,2
15,Male,9.7,73,9,Browsing,3.2000000000000006,6.666666666666667,2.1,2.25,2
17,Other,4.8,89,10,Other,3.5666666666666664,7.0,1.25,3.0,3
17,Other,6.9,26,6,Social Media,5.666666666666667,3.3333333333333335,1.35,1.5,3
14,Male,6.2,109,7,Other,4.5,8.666666666666666,0.45,1.9500000000000002,3
14,Male,5.8,128,14,Browsing,4.133333333333333,7.666666666666667,1.95,2.05,3
13,Female,4.3,22,17,Browsing,5.033333333333334,4.666666666666667,0.9,2.0,3
16,Female,7.5,24,18,Browsing,3.4333333333333336,6.0,0.25,1.9500000000000002,2
18,Male,7.0,111,20,Other,3.8333333333333335,4.666666666666667,0.85,3.0999999999999996,3
16,Male,5.2,97,13,Social Media,4.466666666666666,4.666666666666667,1.1,3.1500000000000004,3
15,Male,6.5,91,8,Browsing,4.833333333333333,4.666666666666667,1.3,1.9,3
18,Female,6.5,93,6,Other,2.3333333333333335,5.666666666666667,0.8,2.15,2
14,Female,5.5,129,10,Browsing,4.266666666666667,9.666666666666666,0.6499999999999999,2.9000000000000004,3
18,Female,5.7,45,6,Social Media,5.0,3.6666666666666665,0.75,1.5499999999999998,2
15,Female,6.9,91,7,Browsing,4.7,2.0,1.6,3.15,3
16,Female,6.4,123,20,Education,4.166666666666667,2.3333333333333335,1.4,2.7,3
15,Male,6.6,100,18,Education,1.6333333333333335,5.333333333333333,0.5,3.1500000000000004,3
18,Female,5.4,75,17,Social Media,5.1000000000000005,7.666666666666667,1.55,1.4,3
18,Female,6.5,97,11,Gaming,4.1000000000000005,7.333333333333333,0.15,1.3,3
18,Female,7.4,70,15,Education,3.1,5.0,1.0,2.75,3
19,Female,6.1,57,19,Gaming,4.1000000000000005,5.333333333333333,1.25,2.6500000000000004,3
19,Male,7.0,137,7,Browsing,3.366666666666667,9.333333333333334,1.9,1.85,2
15,Female,5.3,104,12,Social Media,3.233333333333333,6.333333333333333,1.2,2.2,3
19,Other,7.2,119,16,Gaming,4.0,5.666666666666667,0.35,2.35,3
13,Other,7.1,38,11,Education,4.066666666666667,5.333333333333333,1.65,1.15,1
13,Female,6.1,119,14,Gaming,3.4333333333333336,5.333333333333333,2.05,1.6,3
13,Male,4.5,66,19,Education,5.3999999999999995,6.0,1.2,0.55,3
16,Female,6.4,124,14,Education,3.733333333333333,7.0,0.8,1.9,3
15,Female,3.0,108,17,Gaming,4.1000000000000005,6.666666666666667,1.15,1.65,3
18,Female,8.0,29,20,Gaming,5.5,3.3333333333333335,1.85,2.75,3
19,Female,9.9,99,16,Browsing,3.4333333333333336,6.666666666666667,0.3,1.65,3
14,Other,6.7,96,20,Gaming,2.4,2.3333333333333335,1.1,1.75,3
15,Other,8.7,117,14,Other,4.333333333333333,7.333333333333333,0.7,1.7,3
15,Other,3.8,107,5,Social Media,2.8333333333333335,7.0,1.4500000000000002,1.7000000000000002,2
16,Male,6.1,79,16,Browsing,4.666666666666667,3.0,1.1,2.9,3
14,Other,3.6,31,17,Social Media,2.933333333333333,6.0,0.8500000000000001,1.6,3
19,Female,4.6,109,18,Education,5.666666666666667,7.0,1.0,2.25,3
15,Other,8.8,21,8,Other,6.166666666666667,5.333333333333333,1.35,2.8499999999999996,3
17,Male,7.1,58,6,Other,4.6000000000000005,5.333333333333333,0.95,2.6,3
18,Other,3.6,145,13,Other,4.466666666666666,4.0,1.9500000000000002,2.25,3
19,Male,7.0,89,20,Gaming,3.266666666666666,3.6666666666666665,0.4,2.55,3
18,Other,8.1,55,17,Education,3.0666666666666664,4.666666666666667,0.8,2.3,3
13,Other,8.8,26,5,Other,5.2,6.0,1.25,0.44999999999999996,1
16,Male,5.8,43,16,Other,4.3999999999999995,8.333333333333334,0.9,2.05,3
19,Male,10.0,24,16,Other,2.433333333333333,3.0,1.1,2.1,1
14,Male,5.6,27,17,Education,3.233333333333333,6.666666666666667,0.65,2.45,3
18,Other,7.4,26,20,Other,4.7,3.0,0.8,3.5,3
17,Male,6.8,96,13,Other,4.366666666666666,6.333333333333333,0.9,3.65,3
14,Other,5.7,111,14,Browsing,5.633333333333333,4.666666666666667,1.15,2.2,3
16,Other,6.6,126,10,Other,3.233333333333333,6.0,1.0,1.55,2
19,Male,8.0,20,20,Other,2.9666666666666663,7.0,0.4,0.35,1
14,Other,5.0,28,15,Other,3.866666666666667,9.666666666666666,0.7,1.4500000000000002,3
13,Female,6.3,59,8,Social Media,5.133333333333334,6.0,2.2,0.9,2
19,Male,4.9,67,10,Education,4.266666666666667,7.666666666666667,1.75,1.45,3
13,Other,9.4,77,19,Browsing,3.6999999999999997,8.666666666666666,0.6,1.95,3
18,Other,5.3,43,5,Social Media,2.066666666666667,7.666666666666667,1.2000000000000002,1.35,1
15,Female,5.4,55,18,Gaming,4.866666666666666,4.0,0.5,1.0,3
17,Female,5.9,66,18,Social Media,3.8666666666666667,2.3333333333333335,1.1,2.35,3
16,Female,4.9,132,6,Education,4.3999999999999995,3.3333333333333335,1.4500000000000002,1.9,3
16,Other,6.8,24,7,Browsing,4.033333333333333,7.666666666666667,1.65,1.65,2
14,Male,7.0,60,7,Education,1.9666666666666668,5.0,1.3,1.5,1
13,Other,8.4,82,8,Browsing,5.366666666666667,5.333333333333333,1.35,3.05,3
13,Female,8.6,97,11,Other,3.266666666666667,6.666666666666667,0.6000000000000001,1.6,3
16,Male,7.9,127,5,Education,3.733333333333333,8.333333333333334,0.9500000000000001,1.8,3
19,Male,6.9,93,19,Gaming,4.6000000000000005,4.666666666666667,1.45,2.3,3
13,Male,7.7,127,5,Browsing,3.3666666666666667,4.0,0.95,2.95,3
19,Male,3.6,41,13,Social Media,5.3,6.333333333333333,1.1,2.85,3
18,Female,7.9,90,9,Social Media,2.2666666666666666,5.333333333333333,0.7999999999999999,2.6,2
14,Male,5.8,79,20,Education,5.533333333333334,6.666666666666667,0.6,2.4,3
17,Female,5.7,128,11,Gaming,3.0666666666666664,4.0,2.1,2.75,3
15,Male,4.3,27,10,Browsing,4.333333333333333,7.666666666666667,0.6000000000000001,1.45,3
16,Male,5.7,36,5,Social Media,4.366666666666666,5.0,2.45,2.2,3
16,Female,6.7,67,6,Browsing,4.0,5.666666666666667,1.0,2.95,3
15,Male,4.6,77,5,Education,4.6000000000000005,5.666666666666667,1.1,2.3,3
17,Female,6.4,140,13,Gaming,4.366666666666666,5.666666666666667,0.85,1.4,3
15,Other,6.8,82,16,Other,3.5666666666666664,8.0,0.0,1.05,2
19,Female,5.9,35,17,Other,3.8333333333333335,7.0,0.30000000000000004,1.5,3
16,Male,4.1,146,13,Gaming,5.033333333333333,4.666666666666667,1.2000000000000002,2.2,3
19,Female,10.0,134,10,Gaming,3.0,6.666666666666667,0.85,1.7,2
16,Female,3.1,45,12,Social Media,3.7000000000000006,4.666666666666667,0.75,2.6,3
19,Male,8.0,63,9,Other,4.266666666666667,7.333333333333333,2.45,1.25,2
13,Male,8.0,36,9,Browsing,4.233333333333333,7.333333333333333,1.4,0.75,2
19,Male,5.1,31,9,Education,4.0,5.0,0.85,1.85,3
14,Male,3.7,39,19,Browsing,3.733333333333333,5.333333333333333,0.75,2.0,3
13,Other,7.0,134,14,Other,4.033333333333333,5.333333333333333,1.1,1.6,3
16,Female,6.4,100,5,Browsing,4.433333333333334,4.666666666666667,2.15,1.35,3
18,Male,7.2,65,12,Education,3.7999999999999994,4.666666666666667,0.95,1.25,2
16,Other,7.0,142,13,Social Media,4.433333333333333,4.666666666666667,1.0,1.9,3
16,Other,7.5,72,16,Gaming,3.3333333333333335,6.0,1.9,1.0,2
14,Other,6.0,145,7,Social Media,2.9333333333333336,3.3333333333333335,0.1,2.5,3
14,Female,8.2,68,14,Education,3.266666666666667,7.333333333333333,0.7,2.35,2
16,Male,6.3,35,12,Gaming,4.733333333333333,4.333333333333333,0.9,2.0999999999999996,3
14,Male,8.1,76,6,Browsing,4.2,4.0,1.0,2.1,3
15,Male,5.2,67,5,Gaming,5.266666666666667,3.6666666666666665,0.8,1.4,3
15,Male,4.7,146,12,Gaming,4.266666666666667,8.333333333333334,1.2999999999999998,2.45,3
13,Female,5.8,83,8,Other,4.933333333333334,4.0,0.8,2.2,3
18,Other,7.8,144,6,Gaming,4.5,4.333333333333333,0.2,1.55,2
19,Female,4.2,30,12,Social Media,4.666666666666667,6.0,1.5,2.25,3
13,Other,7.0,85,18,Gaming,3.3000000000000003,4.333333333333333,0.9,1.8,3
17,Male,7.0,90,7,Education,3.6666666666666665,4.0,1.35,1.6,2
17,Female,7.2,58,20,Gaming,3.5,6.333333333333333,1.05,1.55,3
14,Male,6.4,116,6,Social Media,4.233333333333333,6.0,0.7,0.6,3
15,Female,6.3,82,6,Other,4.066666666666667,5.0,1.85,1.0499999999999998,3
18,Other,3.0,112,11,Education,3.1999999999999997,6.0,0.3,1.65,3
17,Female,4.5,46,14,Browsing,3.8666666666666667,6.333333333333333,0.35,1.45,2
19,Male,5.9,141,8,Browsing,5.066666666666666,5.0,0.3,1.7,3
17,Other,5.3,120,12,Browsing,5.166666666666667,5.0,1.5,2.05,3
18,Other,6.6,36,18,Education,4.6000000000000005,7.333333333333333,0.8,2.2,3
14,Male,8.8,65,13,Education,2.9,2.3333333333333335,1.05,2.25,2
14,Female,5.1,69,13,Gaming,3.6999999999999997,4.0,1.25,2.8,3
17,Female,6.0,36,10,Browsing,5.066666666666666,6.333333333333333,2.0,2.35,3
16,Female,7.3,140,5,Other,4.466666666666666,6.0,1.0,1.1,3
16,Other,6.4,142,19,Social Media,4.1000000000000005,4.0,0.5,1.6,3
19,Female,7.1,115,19,Browsing,4.3,5.0,0.95,2.55,3
15,Male,7.5,102,11,Browsing,3.8000000000000003,2.6666666666666665,0.6,1.9000000000000001,3
17,Other,6.1,48,13,Gaming,0.9333333333333332,3.3333333333333335,1.1,3.05,2
17,Female,4.8,145,10,Other,3.3333333333333335,6.333333333333333,1.05,1.1,3
19,Other,5.9,32,20,Gaming,4.033333333333334,3.0,0.25,1.95,3
18,Male,8.4,98,17,Education,4.166666666666667,4.0,0.75,2.2,3
13,Other,8.1,21,18,Gaming,5.733333333333333,3.0,1.0,1.9,3
18,Male,6.9,144,19,Other,3.5,4.333333333333333,0.6000000000000001,1.95,3
18,Male,7.6,62,9,Education,3.0666666666666664,7.333333333333333,2.0,2.65,3
15,Female,6.5,134,12,Education,6.966666666666666,5.0,0.8999999999999999,1.85,3
16,Male,7.3,39,12,Education,3.3333333333333335,6.333333333333333,1.6,2.45,2
17,Female,7.3,92,11,Education,5.233333333333333,7.0,0.0,2.05,3
19,Female,5.2,70,19,Education,5.066666666666666,7.0,0.1,1.95,3
13,Other,7.0,22,15,Education,4.233333333333333,8.0,1.15,1.25,2
15,Other,7.7,121,9,Social Media,2.966666666666667,3.0,1.2999999999999998,1.2,3
16,Female,6.8,107,18,Education,2.8666666666666667,5.0,0.4,1.5,2
13,Male,8.3,139,9,Social Media,3.3333333333333335,4.333333333333333,0.0,0.9,2
18,Male,3.0,102,10,Social Media,2.1666666666666665,7.333333333333333,1.4,2.25,2
16,Other,6.9,64,17,Other,3.1999999999999997,6.666666666666667,1.1,2.2,3
14,Other,4.7,125,18,Social Media,2.1,8.333333333333334,1.2,1.6,3
18,Other,5.1,91,20,Gaming,5.266666666666667,4.0,0.8999999999999999,2.1,3
13,Other,7.9,136,19,Education,3.1666666666666665,8.333333333333334,0.75,3.0,3
18,Male,4.0,144,8,Social Media,3.1,8.0,2.1500000000000004,2.25,3
18,Female,7.1,37,19,Education,3.1666666666666665,4.0,0.8,2.95,2
16,Female,4.4,22,17,Browsing,3.8333333333333335,7.333333333333333,1.0,1.0,2
19,Female,6.4,22,14,Gaming,4.533333333333333,3.6666666666666665,0.85,2.3,3
17,Female,7.4,110,8,Gaming,3.5999999999999996,6.0,1.75,2.6,3
18,Female,8.1,56,11,Browsing,4.3,9.333333333333334,0.8500000000000001,2.05,3
19,Other,10.0,58,14,Education,4.3999999999999995,6.333333333333333,0.65,2.8,3
18,Other,6.1,76,8,Gaming,3.5666666666666664,6.333333333333333,1.0,0.5,1
15,Other,5.2,108,14,Browsing,3.766666666666667,7.0,0.25,2.75,3
13,Female,6.3,84,9,Gaming,2.866666666666667,6.0,1.3,1.15,2
17,Male,5.3,114,20,Education,3.133333333333333,5.333333333333333,0.2,1.8,3
19,Male,6.8,36,9,Browsing,4.133333333333334,4.333333333333333,0.7,0.8500000000000001,1
18,Other,6.0,143,19,Other,2.466666666666667,2.3333333333333335,1.5499999999999998,1.95,3
17,Female,5.6,66,15,Gaming,3.733333333333333,8.333333333333334,1.4,0.9,2
18,Female,6.5,118,12,Other,4.233333333333333,6.666666666666667,0.75,2.35,3
14,Female,5.6,74,5,Social Media,3.2999999999999994,7.666666666666667,1.05,2.05,1
19,Female,6.5,70,11,Social Media,4.766666666666667,6.666666666666667,0.25,1.6,3
19,Other,8.5,74,11,Browsing,3.8333333333333335,7.333333333333333,1.05,1.6,2
16,Other,7.1,65,8,Gaming,4.233333333333333,4.666666666666667,0.9,2.25,2
15,Male,7.1,71,6,Social Media,4.8999999999999995,6.0,1.1,1.75,3
19,Female,6.8,137,9,Other,4.866666666666667,6.333333333333333,0.35,1.85,3
18,Male,5.4,134,7,Other,4.5,6.666666666666667,1.9,1.0999999999999999,3
17,Other,6.5,96,12,Gaming,5.5,4.666666666666667,0.8,2.45,3
17,Male,7.4,81,6,Gaming,4.233333333333333,6.333333333333333,0.95,2.25,3
18,Other,6.7,125,10,Other,3.466666666666667,3.3333333333333335,1.9,2.3,3
19,Other,5.4,23,13,Social Media,3.9666666666666663,5.0,0.8500000000000001,2.1500000000000004,3
15,Male,7.8,72,8,Social Media,2.8666666666666667,4.333333333333333,0.1,2.05,2
19,Other,5.4,80,16,Browsing,3.633333333333333,5.0,1.35,2.25,3
19,Male,4.3,53,15,Education,4.866666666666666,7.666666666666667,1.2000000000000002,2.0,3
15,Female,6.6,58,19,Other,3.6666666666666665,9.0,0.75,1.6,3
16,Female,7.3,99,15,Gaming,4.6000000000000005,3.3333333333333335,0.65,3.6,3
14,Male,5.6,65,19,Other,3.6666666666666665,4.666666666666667,1.7000000000000002,2.7,3
19,Male,5.5,123,19,Gaming,3.6999999999999997,5.0,0.8,1.85,3
16,Other,6.0,65,16,Other,2.6999999999999997,5.0,1.45,2.45,3
15,Female,7.8,76,14,Education,3.3333333333333335,4.0,0.9,2.15,1
16,Male,6.7,129,9,Education,4.966666666666666,7.333333333333333,0.95,2.25,3
16,Other,5.8,129,18,Gaming,4.466666666666666,7.333333333333333,1.55,2.5999999999999996,3
15,Male,6.2,112,12,Other,3.0,7.333333333333333,0.75,3.05,3
14,Male,4.6,86,13,Education,2.8333333333333335,5.333333333333333,0.9,2.2,3
15,Male,5.4,87,12,Social Media,4.3,2.0,1.15,1.5,3
19,Other,7.1,89,14,Other,3.233333333333333,4.0,0.8,1.9500000000000002,3
15,Male,6.8,26,6,Other,4.366666666666666,4.333333333333333,1.2000000000000002,2.3,2
17,Other,9.9,35,6,Education,2.6666666666666665,3.6666666666666665,1.7,1.9,2
18,Other,7.5,136,18,Browsing,5.366666666666667,4.666666666666667,0.4,1.5,3
19,Male,7.9,65,5,Gaming,5.3,6.666666666666667,1.65,1.75,2
17,Male,6.1,146,6,Browsing,4.666666666666667,3.3333333333333335,1.2000000000000002,2.3499999999999996,3
17,Male,7.8,27,11,Social Media,2.8000000000000003,3.6666666666666665,0.6499999999999999,2.2,1
19,Male,5.7,59,6,Gaming,5.666666666666667,2.0,0.8500000000000001,1.5,3
16,Male,5.7,143,12,Browsing,5.2,6.333333333333333,1.2,1.2999999999999998,3
15,Female,7.7,95,14,Browsing,4.266666666666667,4.333333333333333,1.6,1.7000000000000002,3
15,Other,7.1,141,14,Browsing,5.133333333333334,5.333333333333333,0.7,0.7,3
19,Other,8.0,134,20,Education,3.9,4.0,0.65,2.4,3
19,Male,6.0,25,9,Browsing,3.6333333333333333,7.666666666666667,0.75,2.8,3
15,Other,6.1,95,16,Other,3.9,2.3333333333333335,0.7999999999999999,2.45,3
17,Male,4.7,123,6,Other,3.8666666666666667,5.666666666666667,0.8,2.35,3
18,Female,7.0,128,8,Social Media,4.233333333333333,7.0,0.8,1.2,2
18,Female,7.5,134,19,Education,4.366666666666667,6.333333333333333,1.1,1.45,3
15,Male,8.3,93,12,Gaming,4.733333333333333,6.333333333333333,0.8,1.4500000000000002,3
13,Male,7.9,38,6,Other,3.7000000000000006,8.333333333333334,0.7000000000000001,1.35,1
16,Female,6.3,36,8,Education,1.5999999999999999,7.0,2.2,1.5,1
19,Female,6.9,68,17,Gaming,4.333333333333333,5.0,0.9500000000000001,2.5,3
14,Male,3.6,53,11,Browsing,1.4666666666666668,6.333333333333333,0.5,2.3,3
17,Other,7.1,121,17,Browsing,3.6666666666666665,8.0,0.55,0.7,2
14,Other,6.3,120,7,Social Media,2.1999999999999997,4.333333333333333,1.5999999999999999,3.0999999999999996,3
19,Female,6.9,40,10,Browsing,3.1333333333333333,5.0,0.7,2.6,3
19,Male,4.5,60,9,Education,3.266666666666667,5.0,1.25,1.7999999999999998,2
15,Other,7.2,141,12,Browsing,3.0666666666666664,7.0,1.0,3.6500000000000004,3
13,Female,8.5,44,20,Social Media,4.266666666666667,8.333333333333334,0.75,0.75,3
17,Male,3.3,142,9,Gaming,5.266666666666667,4.666666666666667,1.7,1.6,3
14,Male,6.3,103,19,Social Media,5.7,4.333333333333333,1.35,2.35,3
13,Female,4.3,49,6,Browsing,4.333333333333333,6.0,1.75,1.9,3
15,Other,5.0,77,18,Gaming,5.566666666666666,6.0,0.65,1.15,3
13,Male,8.2,59,13,Education,3.5666666666666664,4.666666666666667,1.2,1.3,3
15,Male,4.5,65,18,Social Media,3.233333333333333,6.0,0.85,1.1500000000000001,3
18,Male,5.4,143,17,Social Media,6.0,8.666666666666666,1.05,1.9000000000000001,3
14,Other,5.6,99,19,Social Media,4.866666666666667,5.333333333333333,0.8,2.5,3
17,Female,6.5,96,9,Browsing,3.9,4.333333333333333,0.9,2.55,3
16,Other,7.3,79,10,Other,5.2,6.333333333333333,1.15,1.75,3
18,Male,4.8,24,20,Gaming,5.166666666666667,3.3333333333333335,0.55,2.0,3
16,Other,7.1,40,18,Browsing,3.5666666666666664,5.666666666666667,1.65,3.7,3
18,Female,6.6,105,11,Gaming,4.133333333333334,4.0,1.05,2.3,3
19,Male,9.8,140,20,Other,5.533333333333334,3.6666666666666665,1.05,0.95,3
17,Other,9.0,74,12,Other,3.366666666666667,7.333333333333333,1.55,1.4500000000000002,2
18,Other,6.4,82,12,Social Media,4.633333333333334,4.0,0.5,2.4,3
15,Male,4.9,20,18,Social Media,3.5,6.333333333333333,1.15,1.5499999999999998,3
19,Female,5.4,111,15,Gaming,4.666666666666667,5.333333333333333,0.75,1.4500000000000002,3
16,Other,4.5,21,17,Gaming,3.0333333333333337,6.333333333333333,0.7,2.1,3
14,Male,4.4,95,9,Gaming,4.033333333333333,4.333333333333333,0.25,1.5999999999999999,2
16,Female,6.0,103,17,Browsing,2.8666666666666667,7.0,0.9500000000000001,2.45,3
15,Male,7.7,81,10,Browsing,6.433333333333334,5.333333333333333,0.8999999999999999,1.6,3
13,Male,8.6,148,17,Social Media,4.633333333333334,4.666666666666667,1.25,1.85,3
19,Other,5.3,58,12,Browsing,4.3999999999999995,6.666666666666667,0.65,2.6,3
17,Other,5.1,20,19,Gaming,3.1666666666666665,8.0,0.7,1.8,3
16,Male,4.7,59,17,Other,3.6666666666666665,2.6666666666666665,0.35,1.1,3
17,Female,6.4,92,16,Education,1.8,9.0,1.0,2.55,3
16,Male,4.7,26,12,Education,3.1333333333333333,4.0,0.75,1.95,3
14,Other,6.9,69,17,Gaming,4.533333333333333,7.333333333333333,0.75,1.95,3
14,Female,4.9,47,10,Other,3.6333333333333333,4.333333333333333,1.95,2.8,3
16,Other,4.1,38,9,Browsing,4.666666666666667,7.0,0.75,2.5,3
13,Male,5.8,146,11,Gaming,3.466666666666667,3.0,0.44999999999999996,2.55,3
14,Other,6.3,59,17,Other,5.5,6.666666666666667,1.15,2.2,3
13,Male,8.1,140,17,Education,5.066666666666666,5.333333333333333,0.4,2.75,3
19,Male,4.6,146,19,Social Media,3.5,5.0,1.45,2.0,3
13,Other,4.5,61,12,Browsing,3.733333333333333,4.666666666666667,1.1,1.4500000000000002,3
17,Other,4.7,34,15,Gaming,2.7000000000000006,7.0,0.6,2.3,3
13,Female,7.7,81,12,Browsing,4.0,4.666666666666667,0.85,2.2,3
16,Female,7.8,62,13,Social Media,3.6333333333333333,4.0,1.35,1.5,2
18,Female,5.0,36,14,Other,3.6666666666666665,7.666666666666667,1.15,1.05,2
19,Other,6.7,43,7,Education,6.033333333333334,7.333333333333333,0.15,1.55,3
13,Other,7.3,127,17,Education,5.566666666666667,3.0,0.55,2.3,3
14,Female,8.6,106,5,Browsing,3.0666666666666664,4.0,1.05,3.9,3
19,Male,6.3,26,14,Gaming,5.300000000000001,5.333333333333333,0.5,1.5499999999999998,3
16,Female,7.2,81,19,Education,4.966666666666667,4.333333333333333,1.7,2.0,3
15,Female,5.1,58,6,Social Media,3.733333333333333,4.666666666666667,1.55,1.7,2
17,Male,4.9,61,11,Social Media,1.8666666666666665,6.666666666666667,0.9,2.05,2
19,Other,6.3,111,12,Social Media,3.766666666666667,8.333333333333334,0.8500000000000001,1.3,3
15,Other,6.3,88,10,Other,2.966666666666667,6.0,0.75,2.95,3
15,Other,4.8,105,14,Education,3.4,3.3333333333333335,1.4,0.5,3
17,Male,6.7,33,13,Social Media,3.033333333333333,7.333333333333333,1.1,1.25,2
18,Female,8.8,127,6,Gaming,2.6333333333333333,5.666666666666667,0.75,1.5499999999999998,2
14,Male,4.8,80,19,Gaming,3.4333333333333336,4.666666666666667,2.0,2.75,3
19,Female,6.4,92,8,Gaming,3.8333333333333335,3.0,1.1,3.0,3
19,Male,9.0,68,10,Social Media,4.166666666666667,7.333333333333333,1.7000000000000002,2.8,3
19,Female,8.8,21,18,Browsing,2.2666666666666666,4.0,1.45,2.5,1
18,Male,7.5,26,16,Other,3.6,8.666666666666666,0.3,2.3,3
15,Female,3.5,77,6,Social Media,6.066666666666666,6.0,1.3,1.2999999999999998,3
18,Female,6.3,45,10,Other,3.266666666666667,5.666666666666667,0.9,1.9,2
16,Male,6.3,113,11,Gaming,4.3,5.333333333333333,1.15,1.2999999999999998,2
13,Female,6.8,33,15,Other,3.4333333333333336,6.0,1.25,2.0,2
15,Female,8.2,61,6,Education,3.4333333333333336,2.3333333333333335,0.45,2.1500000000000004,2
18,Male,6.0,56,13,Social Media,3.466666666666667,3.3333333333333335,1.7,1.3,3
19,Other,6.8,81,14,Gaming,4.5,4.0,1.55,1.4,3
18,Male,6.5,119,5,Gaming,3.5666666666666664,4.666666666666667,0.75,2.2,3
13,Other,6.0,38,19,Social Media,3.866666666666667,7.333333333333333,0.8,1.6,3
16,Female,5.2,124,8,Social Media,3.3333333333333335,4.666666666666667,1.9000000000000001,1.7,2
14,Male,8.7,119,7,Education,2.4,8.0,1.75,0.85,1
13,Male,7.8,104,15,Browsing,3.2999999999999994,6.333333333333333,0.75,0.4,2
17,Female,7.8,81,17,Education,3.9,7.0,1.7,0.85,2
19,Other,7.7,47,8,Education,5.8,5.0,1.2,3.05,3
13,Male,7.7,55,10,Browsing,4.866666666666666,3.6666666666666665,0.9,1.95,3
16,Male,5.6,132,15,Browsing,2.466666666666667,7.0,1.3,2.3499999999999996,3
14,Male,6.8,43,7,Browsing,4.333333333333333,4.333333333333333,1.0499999999999998,2.15,2
17,Female,8.5,76,20,Social Media,3.533333333333333,7.333333333333333,1.2,1.0,3
14,Male,6.2,42,20,Browsing,6.633333333333333,3.6666666666666665,0.55,2.6,3
19,Female,5.5,121,19,Other,6.166666666666667,6.333333333333333,1.05,1.2,3
16,Other,6.7,123,20,Education,4.266666666666667,9.333333333333334,0.5,2.7,3
16,Other,6.5,54,14,Education,3.9333333333333336,4.0,1.15,1.5,3
16,Female,5.9,141,11,Browsing,4.5,9.333333333333334,0.0,2.3,3
16,Other,6.2,115,16,Gaming,1.4000000000000001,6.0,1.5,1.85,3
16,Male,8.5,20,16,Social Media,3.6666666666666665,5.666666666666667,0.25,2.05,3
15,Male,3.6,99,11,Gaming,4.933333333333334,7.333333333333333,1.1,1.5,3
