event_id,disaster_type,location,latitude,longitude,date,severity_level,affected_population,estimated_economic_loss_usd,response_time_hours,aid_provided,infrastructure_damage_index,is_major_disaster
1633,Hurricane,Chile,-34.708441637867,-72.09714754311636,2024-02-03,3,9316.460483017654,723870.4103673013,52.619610613067465,No,4.716289337270087,False
2347,Hurricane,Chile,-32.83222365029499,-72.30500045613611,2024-04-29,3,11934.46945046788,2567154.9612262966,4.635278047145749,Yes,3.570429321687687,False
1621,Hurricane,Chile,-34.82218076374106,-74.5270218861804,2024-04-05,3,10221.97287725431,2302008.786527177,18.107527155584314,Yes,0.16,False
3817,Hurricane,Chile,-35.44967578503202,-72.06116784877295,2024-05-29,5,22293.833818835054,1355213.487610495,62.574996859359764,Yes,0.33,False
18583,Hurricane,Chile,-32.103589420376366,-72.86496652706383,2023-02-03,4,18377.804393343995,3878051.1522985725,22.042600184723344,Yes,0.41,False
222,Hurricane,Chile,-34.78787215463564,-71.76121703530515,2023-03-17,1,1117.0333019785485,159967.42553373464,61.801779313876715,No,6.003064169472444,False
13980,Hurricane,Chile,-34.841918190673894,-72.02852650449029,2023-12-16,6,29286.174880247967,2660028.4549585413,50.11730963041328,Yes,0.8,False
11898,Hurricane,Chile,-32.792586577470985,-64.97192356413639,2023-03-20,6,27219.462333237774,5321918.722749513,34.42250225514839,Yes,1.3491484022273779,False
8619,Hurricane,Chile,-36.49106934358527,-70.41154048609737,2024-05-31,3,13277.932951213006,1291357.2336103981,53.16478896148062,No,1.3260705822035186,False
19115,Hurricane,Chile,-40.35919735921191,-71.55340970242497,2023-10-23,3,10202.082862686288,560909.8312758347,33.01316339015361,Yes,0.6500133372436346,False
15922,Hurricane,Chile,-34.908003087771604,-72.70481513443877,2023-11-12,6,13550.716576267643,3181527.23487955,55.37316239850439,Yes,2.7640303181083423,False
2005,Hurricane,Chile,-35.62836539882881,-67.50637019138824,2023-07-19,6,33903.80507295423,3521693.9166685133,63.581858723687674,Yes,0.55,False
14420,Hurricane,Chile,-35.341086088260745,-72.53895231822166,2022-12-31,4,19430.23780998033,3974120.335850686,25.600932376924163,Yes,6.139195677132371,False
14461,Hurricane,Chile,-35.627632531068734,-69.58242703045973,2023-03-09,5,18933.313487749143,4112312.9778394,2.361698536171357,No,0.37,False
16273,Landslide,Chile,-35.67731998954437,-70.4456867561732,2025-01-11,6,40040.292459812015,9294939.349708468,21.231862755602712,Yes,0.65,False
12012,Landslide,Chile,-37.31658589064695,-70.38911660116297,2025-03-17,2,16741.86318492707,2177755.3738707667,70.41108209920841,Yes,3.418339317542724,False
19875,Landslide,Chile,-36.94474507892412,-67.51692524430868,2022-12-12,2,20472.10370647598,5761465.869242014,10.333057682963371,Yes,5.84433263643756,False
12334,Landslide,Chile,-38.489833007617264,-71.66905248942793,2024-02-02,1,11034.999700510934,2094950.4511732694,14.313280426985964,Yes,6.154425808412311,False
18445,Landslide,Chile,-34.717824333972295,-69.88343176445088,2025-08-01,3,14308.352026844612,4195602.219124879,50.44820407320384,No,0.26,False
16936,Landslide,Chile,-37.444402444955706,-68.50300093610306,2024-04-04,6,32072.89609173594,4090011.2205289863,42.26013275042833,Yes,0.67,False
3205,Landslide,Chile,-37.16035290234363,-72.17653645894443,2023-12-26,5,24011.918465975963,3822692.4014248983,16.334004176109808,Yes,0.64,False
5186,Landslide,Chile,-32.97314881542343,-70.05250082993453,2024-07-01,4,2651.7747550383588,69205.5244118954,32.5256128838774,No,0.45,False
4115,Landslide,Chile,-35.36912628295379,-72.9747117006426,2024-01-26,4,14194.7288260944,1296730.6421201,24.162928557036476,Yes,0.53,False
1587,Landslide,Chile,-37.25629844226254,-71.3716377767188,2025-10-21,1,12607.213429445763,3250500.067163932,73.01147657249709,Yes,0.2651583051700912,False
19190,Landslide,Chile,-33.099133958849336,-71.318784141646,2024-02-11,3,10799.061102337178,1513118.715825829,52.98306768134268,No,3.0462844403432894,False
8707,Landslide,Chile,-32.95092635652462,-75.1654414351416,2024-10-20,4,11511.971906759773,2149618.3014882696,60.19952523897366,Yes,2.984653749636948,False
10608,Landslide,Chile,-37.66722640544747,-72.17800822055047,2023-10-08,6,18975.722643708068,4403062.875778764,50.44167278634558,Yes,0.57,False
10531,Landslide,Chile,-36.40845968412855,-71.18188723118823,2023-12-11,2,14416.211975053597,2993307.7448918098,39.311182611673644,No,0.3,False
12952,Landslide,Chile,-37.05199646731732,-72.59383568191527,2024-01-31,6,14224.53232048315,3766234.1606239188,2.233360513610214,No,0.5,False
15423,Landslide,Chile,-36.10325919715051,-68.9241719619868,2024-03-30,3,16459.29908431608,1929116.6302346764,43.729605369864935,Yes,0.23,False
10116,Landslide,Chile,-36.97955788634161,-75.00221119337938,2025-06-09,2,13693.694372052614,2575099.2608355987,45.511945255682775,Yes,0.34,False
8029,Landslide,Chile,-37.17792889832665,-73.03259784833541,2024-11-28,1,20075.474973857534,5401890.311342278,53.51443548997647,Yes,0.18,False
11531,Landslide,Chile,-33.75102829234819,-73.93963041453077,2024-10-13,3,15082.616813480407,1722188.6054353793,5.766896446459289,No,0.65,False
7637,Landslide,Chile,-33.503920962071206,-72.14358842487081,2025-06-14,6,17018.116926453382,1685831.5599435244,28.25555027426571,Yes,0.36,False
18047,Landslide,Chile,-35.77677698424304,-72.69654808774425,2023-11-26,5,20110.834735604305,5537549.800865147,7.282665711227115,Yes,0.62,False
8155,Landslide,Chile,-32.90331256813285,-71.25496566973352,2023-01-29,6,15079.837519333141,5123963.700896027,30.472615502599137,No,1.1440029930084847,False
12904,Landslide,Chile,-36.12964396040972,-70.48849301815245,2024-06-02,2,2994.3225147500702,626621.9820172569,60.72480082765311,No,0.9038145231877399,False
9429,Landslide,Chile,-34.592060320437994,-71.4491436269361,2025-10-31,2,3763.3086661424,784832.4802651107,47.89229325843404,Yes,1.5606551725160198,False
12880,Landslide,Chile,-37.13829511813239,-72.13216178600382,2024-11-06,5,15296.114444233759,3160634.546246625,14.464367326209866,Yes,1.0,False
12521,Landslide,Chile,-33.17213957671329,-72.26600980538247,2023-05-31,2,1090.0988936151862,133915.09721884495,9.912378508697646,Yes,2.8842062704841536,False
11093,Landslide,Chile,-35.686498510138975,-73.20094934846455,2024-08-03,6,37452.363202468965,9339320.258719565,66.07526477771461,Yes,2.7537715729887724,False
11817,Landslide,Chile,-35.611261309804945,-72.88818536333363,2025-09-26,4,5888.897621601918,748849.109125535,29.84446588155623,Yes,3.7622780836238823,False
17754,Landslide,Chile,-36.35064144365951,-71.4953530479496,2023-11-04,6,24774.18875872523,5157923.434372838,43.073355109808645,No,7.800239362074991,False
4083,Landslide,Chile,-34.373276343369824,-73.30406805082673,2025-08-13,2,15378.035141968863,52618.27592011923,25.51432760753732,Yes,0.2899838975483155,False
16533,Landslide,Chile,-36.58096397756078,-69.51439013119472,2024-08-04,2,17212.821673028957,2156732.2299310435,72.8371502242799,Yes,0.56,False
10935,Landslide,Chile,-35.52930952276744,-72.28972834804583,2025-07-24,1,3575.380767502634,906632.6249896749,59.99019191233619,Yes,0.58,False
12741,Landslide,Chile,-35.032126280510695,-75.62885142237383,2023-08-17,1,5519.734193566558,1315579.7638841604,36.52149404403929,No,0.23620784396355873,False
14894,Landslide,Chile,-38.540987975166026,-73.04239582312572,2023-12-07,1,7742.248491752852,1679021.8777252862,28.61687132117633,Yes,2.973869546743485,False
7765,Landslide,Chile,-35.71400418459457,-69.89809331976716,2024-03-09,6,34785.69006826408,1964247.5253335144,14.367288996681303,Yes,1.987392352170287,False
7844,Landslide,Chile,-39.726395819687774,-69.72812158687223,2025-03-18,3,24068.941879996928,5304044.870185864,46.56443055586499,No,0.46,False
3696,Landslide,Chile,-34.57350891211104,-69.88750309960311,2024-10-25,5,30261.98912759561,4766951.099117377,65.4845574762175,Yes,0.28,False
16043,Landslide,Chile,-36.91366225066161,-69.89587664735151,2024-12-07,6,44574.24229743067,5535504.041636758,27.73495367821867,No,0.77,False
5649,Landslide,Chile,-36.67579088502849,-74.8219199737147,2025-06-12,5,44217.663421822814,11527520.654527122,17.26625713377068,Yes,0.2357437628111908,False
5794,Landslide,Chile,-35.38252939639089,-73.79211814275617,2024-02-26,6,38036.64978722251,6299142.9092438985,25.5547766499538,Yes,3.679962353955704,False
9343,Landslide,Chile,-38.37725229564132,-70.46104356972424,2024-01-16,1,898.2037726221012,383512.5660879947,31.19509268757442,Yes,2.1641699079527617,False
5264,Landslide,Chile,-36.550371987893,-73.54968888209584,2025-07-29,5,26818.14836433864,6955094.141089518,28.23748080102572,Yes,0.83,False
1900,Landslide,Chile,-33.520380380275455,-74.58588418413098,2024-06-25,5,34880.55877700514,4015823.316168287,4.975852405767338,Yes,0.63,False
2973,Landslide,Chile,-36.284831956447135,-71.7023826019578,2024-11-22,4,16331.17165298691,4337716.83415509,51.828739246050745,Yes,4.759729360505356,False
19703,Landslide,Chile,-38.270120947663465,-74.08193965537441,2023-04-14,1,4051.389088286558,163681.47015656365,51.56275087620883,Yes,0.20858039409212953,False
3444,Landslide,Chile,-34.73978396261928,-72.86236439195008,2024-09-25,5,32090.348124972716,6576585.808959403,52.688282874771346,No,3.161257909940575,False
16011,Landslide,Chile,-36.81553334392213,-68.34103974880645,2023-10-14,3,25661.17861459356,3152258.1317178276,66.96190566578242,Yes,1.6591862231018268,False
10014,Landslide,Chile,-33.738601400076305,-71.33445319048472,2025-05-14,5,32274.931711426874,2646928.3076716997,54.34058463960914,No,0.7746595466335455,False
15066,Landslide,Chile,-33.878961431919265,-71.70591697020208,2024-08-25,6,47472.31010597414,8156401.771886904,55.17335612908906,Yes,0.58,False
7904,Landslide,Chile,-39.82180081514944,-70.98503061659176,2025-09-18,6,35094.14142390418,3095498.357914453,58.689245862605425,No,0.61,False
5573,Landslide,Chile,-33.882252877711714,-71.74137190047561,2023-07-11,1,13455.97051146902,1119896.7003984135,66.30348143785835,No,0.34,False
9062,Earthquake,Chile,-38.69422577270018,-73.33287502543553,2023-10-17,5,20026.13699597745,1134496.1227133952,25.98608538566689,Yes,0.32,False
17325,Earthquake,Chile,-33.114822412812664,-72.90865134222481,2023-01-08,4,23848.342661479644,3227482.321903531,71.8647529715522,No,2.4966564064406676,False
11160,Earthquake,Chile,-36.50241548070737,-69.52278596085893,2023-10-17,3,13958.69957311324,676326.575681357,52.64709066237591,Yes,0.36,False
1783,Earthquake,Chile,-36.28967967734944,-70.22535951062108,2025-02-02,4,18574.11400114934,2430072.0332180457,49.6553638015568,No,0.54,False
13202,Earthquake,Chile,-36.90240447210057,-74.1958981733479,2025-09-27,6,27854.65991192904,5088214.891903915,68.9152357031988,Yes,0.57,False
12344,Earthquake,Chile,-35.02672831996388,-73.37960444261661,2025-02-11,1,9773.86072851748,2041231.4631446002,46.91819420663932,Yes,0.5534628840986919,False
10707,Earthquake,Chile,-34.91593564525077,-69.66528744952609,2023-04-18,6,33555.15268766628,2860909.5305324905,71.99961064032443,Yes,4.90664986194876,False
3186,Earthquake,Chile,-37.06605085197359,-69.67197375919092,2025-11-06,2,7559.735881080262,812673.1547349256,61.47913214290819,Yes,0.9986999595762678,False
10458,Earthquake,Chile,-35.31219319109023,-70.23440413753323,2024-07-22,6,34031.471979049784,4802820.155899983,49.71781582639554,No,0.66,False
15605,Earthquake,Chile,-38.001188860798415,-70.93634201493664,2025-10-11,5,31907.958682246222,7970485.3738636365,18.191302996366293,No,2.0745197408358473,False
4761,Earthquake,Chile,-36.85961150097273,-71.090014082745,2023-01-11,4,16693.225291178514,4803027.737078611,7.431474909603932,Yes,0.5,False
10549,Earthquake,Chile,-34.50011213038185,-69.77133457782338,2025-06-26,5,21431.87344030918,4094228.588679148,66.24809941716777,Yes,3.1893106037961534,False
6824,Earthquake,Chile,-36.98583925348901,-72.17711508276118,2023-10-18,6,33435.25378536336,1817121.934925489,41.709201957876616,No,0.54,False
4285,Earthquake,Chile,-32.798171069311074,-69.18603978037694,2023-08-09,5,10813.032112880352,1293079.801326651,58.549347734978625,Yes,0.67,False
13824,Earthquake,Chile,-33.37157517709643,-76.17303852427516,2024-06-10,1,8224.901310465406,869559.7198702652,41.99020047108168,Yes,6.192688161172712,False
6390,Earthquake,Chile,-33.01335945070556,-72.0530270293276,2023-03-24,6,16426.549984770092,2266751.5546781137,57.97930797399589,Yes,0.78,False
10651,Earthquake,Chile,-31.79142972040049,-73.60239362520895,2024-03-08,2,18306.742932575587,2278026.5979559505,59.07223282731889,Yes,0.45,False
16934,Earthquake,Chile,-35.3712685553598,-72.78171427987051,2023-06-08,6,30131.274115485896,4789013.645173509,59.16862893194953,Yes,1.0021224540235218,False
18407,Earthquake,Chile,-33.850019042767315,-75.99778625002936,2024-04-17,3,11906.210047864482,1002593.205073042,51.549599066142875,No,0.93,False
2583,Earthquake,Chile,-35.164624087922135,-70.95433390972698,2024-12-15,4,25711.3251408418,5557138.815849246,10.975953319560098,Yes,0.49,False
94,Earthquake,Chile,-35.625815803142835,-71.36308770374643,2024-01-31,2,12967.732502868606,3767251.554833624,10.444586892279759,Yes,1.1405840784034873,False
16713,Earthquake,Chile,-33.38406075277354,-71.65470874408116,2024-11-28,6,31568.48698776574,3907182.9925055746,54.896906694617954,No,2.059430197050917,False
13169,Earthquake,Chile,-35.11171425738851,-70.557266591348,2023-08-12,5,39979.48608084393,2094250.830490191,36.105276469562575,Yes,0.9972449296609034,False
2314,Earthquake,Chile,-31.15729428479017,-70.54607577945895,2024-10-20,2,28579.31015936118,5730545.668386772,47.7950245512692,Yes,0.35,False
825,Earthquake,Chile,-34.063950594387656,-74.37404813382742,2025-01-13,6,36663.271068731636,2592176.068649769,38.35290018968757,No,0.56,False
18212,Earthquake,Chile,-36.87747878654111,-71.17396627722016,2024-04-06,3,17683.98074822719,3768504.6086762086,65.7135468245972,No,7.61501702759427,False
16414,Earthquake,Chile,-35.75633771957156,-72.54348444385397,2023-05-14,1,13641.55910702965,3058738.787609175,53.08178641052389,No,1.201651316371922,False
14954,Earthquake,Chile,-35.19416365709205,-73.12464756383957,2024-08-13,4,38979.78310096986,10742668.594172155,69.95368546072146,Yes,0.32018538916201505,False
18710,Earthquake,Chile,-33.51932815713131,-72.03704270724711,2025-08-28,5,28573.25560757884,4637806.667271479,8.185253346631573,No,0.46,False
13706,Earthquake,Chile,-37.544401875802585,-72.08950107577057,2024-06-25,1,16346.200408670697,3185273.045226366,1.8712496673756394,No,0.17468489352552036,False
15449,Earthquake,Chile,-35.235494920008776,-74.29508957115429,2025-01-07,4,23727.23396497667,4457777.044070231,37.06853714705733,Yes,1.3888010455368236,False
17863,Earthquake,Chile,-38.15687320727563,-72.5064902477944,2023-01-07,4,24057.651848975645,2893931.7608669186,44.722629269464626,Yes,2.095834708429266,False
1251,Earthquake,Chile,-35.92321885698457,-73.5449861708851,2024-11-20,3,11197.064862061467,1711800.1333841486,13.792894391940598,No,0.41,False
1074,Earthquake,Chile,-35.27503242537534,-71.67702008345044,2025-09-24,6,17751.32113523347,1510894.3180586677,67.41433342676714,No,0.7,False
4270,Earthquake,Chile,-36.85801373187588,-68.7110111141711,2023-08-14,5,16283.000750306324,2668500.0307002906,29.26114439359637,No,0.73,False
9167,Earthquake,Chile,-36.68441447646385,-71.25163474635406,2023-10-30,5,12767.690193576316,3451993.573248553,66.58740607813813,Yes,1.146509218205276,False
15857,Earthquake,Chile,-38.31131517138392,-70.58236829197784,2025-08-20,3,15178.095080431702,3612461.0607118933,58.68964979033561,No,3.1718736355104973,False
16790,Earthquake,Chile,-33.55885667176788,-69.46710107504364,2023-09-25,6,33334.186801921285,2596720.974863628,46.026972189896824,No,0.09202835287073585,False
10054,Earthquake,Chile,-36.67404384970048,-71.3357179882599,2023-07-11,6,19284.815543117133,1891023.848594719,18.284533159243466,Yes,2.142801807431259,False
6398,Earthquake,Chile,-38.229310340111454,-72.41512815340992,2024-11-12,5,32372.2946258841,8582917.894601727,48.52730247135052,Yes,1.3984890589584738,False
9105,Earthquake,Chile,-35.111538265927685,-70.02867127038886,2024-05-02,5,29915.460132637836,2674545.300979736,45.72507365148548,Yes,0.4,False
875,Earthquake,Chile,-37.53496830780532,-72.3446580145659,2024-01-02,4,33221.66842688738,6435313.452787244,71.09213162624232,Yes,3.359999485679858,False
11114,Earthquake,Chile,-35.3648769952027,-71.65701789993857,2024-01-03,5,9256.950661038962,620553.1483908457,38.808375486985774,Yes,0.62,False
15890,Earthquake,Chile,-33.166852984290976,-72.4046486980562,2023-10-26,3,5784.335036332423,896068.348385529,4.221069327869736,Yes,0.32,False
14092,Earthquake,Chile,-36.50769434570269,-72.99763160227464,2025-07-15,4,8681.75247163205,1643718.273039588,46.70612331826724,No,0.31,False
5648,Earthquake,Chile,-34.22719701086479,-72.55258733312803,2025-06-21,1,6505.857683058895,1714090.9636287976,40.15352626424472,Yes,1.4459269522909177,False
19991,Earthquake,Chile,-34.728954551681106,-71.98011783988416,2024-06-21,4,16526.71790702079,2050767.1505056375,61.176885983164766,Yes,2.329525569298145,False
18109,Earthquake,Chile,-35.870107392634495,-74.16589384389799,2025-11-15,3,27568.565455511813,5868573.295511689,49.47112572348225,No,2.2793192513618172,False
8080,Earthquake,Chile,-35.30190375281839,-72.03524917221878,2023-12-11,5,33956.401506071146,9079216.083674084,5.5961496488111315,No,0.7,False
19511,Earthquake,Chile,-35.396932089347416,-72.00133884914706,2025-04-12,2,4857.667378959225,531930.2637542337,67.04514152384321,Yes,1.2315139016672603,False
12553,Earthquake,Chile,-35.82371668879082,-66.61749091452538,2023-05-18,3,24869.239724116163,5434103.130639459,23.52631287503783,Yes,0.5173593894328135,False
16639,Earthquake,Chile,-33.92855194067365,-70.75952790000629,2025-09-13,4,14917.267848974603,3811839.083525478,54.87206558745841,Yes,0.35,False
11734,Earthquake,Chile,-33.83207473531798,-69.96977081694287,2023-06-12,4,10459.81113709817,2454103.6918485886,19.14942684384298,Yes,1.7364141747402806,False
15417,Earthquake,Chile,-36.83296447123216,-70.90260273032958,2023-11-10,5,24440.403856497505,7012228.142530363,55.50821923599681,Yes,0.8,False
11470,Earthquake,Chile,-38.488181754426925,-70.80134436910987,2024-11-09,5,21651.39817998259,2473881.32098949,21.158594196149192,Yes,1.830084255349767,False
7312,Earthquake,Chile,-34.37618372243313,-72.27858128005929,2024-05-17,4,24496.717795958717,3714648.750229537,68.23068301575545,No,0.67,False
12378,Earthquake,Chile,-36.87054379870141,-70.60763363402233,2024-07-03,3,11692.444336351755,1234841.3279147546,3.324894321442384,Yes,2.0657312455224286,False
487,Earthquake,Chile,-33.88001285939241,-69.28256045632504,2023-03-25,3,10653.490193746644,1250419.788385214,65.31807259675429,No,0.4,False
6820,Earthquake,Chile,-36.73270411849133,-72.44563149459114,2023-07-11,4,22179.868834806955,5794065.87075828,60.617322939955145,Yes,1.0121971314794107,False
4249,Earthquake,Chile,-32.41952535921204,-70.89441649135848,2025-04-04,6,46533.61331677865,6235867.041583185,18.000770463161444,No,0.15331447479842436,False
19607,Earthquake,Chile,-36.428254755148615,-67.978088477549,2024-05-23,6,20458.866489734224,3465011.4116125507,35.60214309135096,No,0.64,False
319,Earthquake,Chile,-36.60553373323616,-72.12059060539897,2024-04-08,4,35467.187665927624,7014348.902958159,4.207528840676101,No,0.37,False
7658,Earthquake,Chile,-30.784758997835883,-70.87605829728149,2023-12-12,4,16253.26453901874,1578536.222041846,10.142243022556578,Yes,0.3110740653826443,False
19572,Earthquake,Chile,-31.30317360080908,-71.4172599165672,2024-02-09,4,33292.15376213527,3836975.6726298584,24.382738876477056,Yes,3.1762423547462104,False
17989,Earthquake,Chile,-36.28408296513909,-70.08390514564927,2025-05-31,3,15619.571520108606,3519502.7146058874,64.85847921725446,Yes,6.254223004947819,False
14725,Earthquake,Chile,-36.24784851918752,-69.3101758685243,2025-05-19,3,15847.587487686538,1889660.9185717548,66.14502375349355,Yes,0.42,False
19665,Earthquake,Chile,-32.97336623402048,-67.444738168418,2025-08-01,2,3800.8111274221915,1755542.6156024814,16.778680683626092,Yes,2.205404914908632,False
12120,Earthquake,Chile,-39.02329905748887,-73.37031286205332,2024-05-05,3,12950.83197631195,3066856.883091126,61.40656600218094,Yes,1.602222751669813,False
12372,Earthquake,Chile,-36.92418073844279,-76.63164413074982,2023-06-06,2,5905.175607576143,1802159.3662521942,60.1385520033047,Yes,4.216289441058168,False
12573,Earthquake,Chile,-34.30178045190181,-71.76650374664874,2024-02-13,4,24996.84340134902,5237302.813308092,14.545262517831308,Yes,1.599379139122822,False
16056,Earthquake,Chile,-37.98521893543794,-70.324011287411,2023-03-10,1,5093.226070050973,1791486.064399662,51.95859313489152,Yes,0.27,False
10670,Earthquake,Chile,-36.5475602080006,-73.61726723890193,2024-08-01,2,16393.851517200408,4833129.8184371665,4.192744271758073,No,0.23,False
15367,Earthquake,Chile,-32.00095575304291,-72.53621847276867,2025-02-17,6,24398.74670553527,1685510.5770333472,21.868796984842973,Yes,0.43,False
13569,Earthquake,Chile,-35.057183840873144,-73.44875255344886,2024-12-16,1,8342.27246438517,606732.8769155191,39.51385582333707,Yes,5.796759025619573,False
2091,Earthquake,Chile,-38.79792634259309,-72.86889617889551,2025-11-17,2,11451.741110925585,1982816.905245075,23.538700550045327,Yes,1.9604419739408845,False
16051,Earthquake,Chile,-35.59870984313765,-70.51101698842795,2025-09-08,2,14014.036527281862,1107759.3677227548,49.133459114089476,Yes,4.072881229180884,False
16496,Earthquake,Chile,-35.23066847192243,-74.80319020658702,2025-05-04,2,12193.75764621983,2174901.0851167953,63.27634025046915,Yes,0.19,False
8135,Earthquake,Chile,-36.814006491825126,-72.55865466177963,2024-12-12,5,36712.53170800786,10054879.631881168,19.65960782902326,Yes,0.53,False
993,Flood,Chile,-38.72642481857368,-72.73694405580224,2025-04-01,1,3355.1436061698255,707416.9446815804,21.41737953845596,Yes,0.16,False
7133,Flood,Chile,-37.79213273363455,-73.93725151930131,2023-01-14,1,7869.184526400607,1851123.8835451424,38.982614822116204,No,0.8383386099848613,False
13035,Flood,Chile,-35.43101435100256,-74.59312555571147,2025-05-22,1,2886.1308990540406,40979.2109677247,32.64760640314553,No,1.9245998968858402,False
14186,Flood,Chile,-34.23801738392893,-72.12974817078664,2025-03-17,1,763.3255944021382,259814.33798834612,21.582530865866147,Yes,0.6346351516899619,False
2744,Flood,Chile,-39.732992027410496,-69.06296432407804,2023-01-10,3,24785.78418265499,6544393.969918349,44.20834036708851,No,2.9798924122338875,False
2884,Flood,Chile,-35.48621334900269,-71.10057494016552,2024-08-02,2,4200.0600957774195,501530.8627820723,19.18291036711863,No,2.1558006665586005,False
2748,Flood,Chile,-36.56576962391502,-71.39943671827255,2023-11-11,3,23335.148528098227,4292443.579000774,19.929203888397304,Yes,2.3441601365605145,False
1058,Flood,Chile,-36.162065643563466,-72.80582327350827,2025-11-19,2,10964.938966677048,1205887.845253811,69.28048322115586,Yes,2.771108408943051,False
8256,Flood,Chile,-38.03485165645465,-72.62652336758639,2023-03-02,3,28.193370015665057,178730.421538324,57.29405830538812,Yes,0.48,False
14974,Flood,Chile,-36.40420219064447,-72.89401825140405,2024-02-20,3,17376.001171979457,4669551.504006893,59.38271058769447,Yes,5.23628502301616,False
4140,Flood,Chile,-34.019859295712685,-73.89805866490505,2025-03-29,1,11044.124525154919,3356073.9185238397,53.07171189957816,Yes,0.29,False
15501,Flood,Chile,-35.879690183305016,-67.98003402324736,2025-06-09,3,5581.930892899401,912654.8814979339,8.377376064366276,Yes,2.8588494294312445,False
8877,Flood,Chile,-37.35141957767031,-73.22291980898106,2023-03-04,3,12776.203817619595,4299740.453940954,68.11301677065647,No,1.4931985627844893,False
8717,Flood,Chile,-35.16336097876034,-72.0940198210138,2024-09-01,1,10794.108600461726,2020980.654849991,33.37160953643992,Yes,0.36,False
9738,Flood,Chile,-32.323137346767886,-69.64509711163228,2025-01-10,4,5784.115001358327,1656937.1139950934,6.176478026673323,No,0.52,False
6298,Flood,Chile,-33.833055937195375,-71.9845167956073,2024-12-11,4,20057.26787645491,4470603.140571347,65.78062375666848,Yes,0.34,False
18774,Flood,Chile,-38.979789011089,-73.02727722575085,2025-11-30,5,35259.35967780477,8607956.362665726,56.03285693368326,No,0.72,False
16393,Flood,Chile,-34.40913158572063,-71.73305090762152,2024-10-21,3,24829.33096593483,7057797.031604636,65.40231228620712,Yes,2.7785693182052946,False
2275,Flood,Chile,-37.59384174909,-72.51562507619116,2025-06-14,5,17784.03366439286,4425370.113017952,44.14610771706912,No,0.65,False
9882,Flood,Chile,-33.97440113500153,-74.23249122521106,2025-09-15,4,28365.494307991627,3154658.159403565,39.04313900509303,Yes,5.092227626293058,False
9591,Flood,Chile,-35.193012826054925,-70.78835265337135,2024-10-11,1,8545.2847220927,2198888.188700991,12.271535071098473,No,3.74839854586394,False
10028,Flood,Chile,-32.87538237619,-72.3212754829341,2023-07-16,3,2023.9499658606264,313490.2915736743,52.92702736622474,No,1.9645218395825288,False
14753,Flood,Chile,-34.870740632662354,-70.95378808165766,2025-06-24,5,21408.37217899143,5728900.187086039,62.23717112694152,Yes,0.96,False
903,Flood,Chile,-33.242384763197826,-74.3140644947677,2023-02-16,3,14793.956312623412,2313714.694737729,52.69663641796918,Yes,0.21,False
1741,Flood,Chile,-31.23530366455298,-73.6836927409606,2025-09-21,5,30964.842556666754,5743883.860131827,25.72234361072434,Yes,0.51,False
12598,Flood,Chile,-36.63767337709605,-70.72232447671982,2025-03-16,4,16802.035709937663,2303005.715983756,3.5394366537875532,Yes,0.5006213474815715,False
10788,Flood,Chile,-33.78359395393303,-69.07873984193091,2025-06-06,6,23441.770735132195,6022815.473657953,58.03685955535295,Yes,0.31,False
4830,Flood,Chile,-35.303747218685494,-69.543307320837,2025-04-07,6,22766.031406140042,1493515.4662400014,66.30259435111542,Yes,3.239673584434893,False
4581,Flood,Chile,-40.69089900141135,-68.45708133165301,2025-04-28,5,40598.76800182993,11150114.905729732,31.590123555909404,Yes,0.41,False
7243,Flood,Chile,-38.03867915121133,-73.95103462141141,2024-05-19,4,27072.57746197213,7655339.973691229,32.49609085128046,Yes,0.73,False
1079,Flood,Chile,-34.52438655095975,-71.88662092760535,2023-09-25,4,19362.784779557696,4081532.1572502526,51.32573828807356,Yes,0.72,False
6429,Flood,Chile,-36.88872506259837,-69.94782682206584,2025-09-26,3,5068.143563720537,157391.05427402968,48.90328742406069,No,2.595495396737366,False
16694,Flood,Chile,-38.082926594559446,-71.34890071711564,2023-01-30,5,29171.718226393128,3897648.638345286,45.454393867378286,Yes,4.930105659389385,False
10758,Flood,Chile,-35.96233930485038,-71.71229484788995,2024-05-02,1,1861.6204171414497,937459.0126317936,28.30273267926028,Yes,4.624462995520641,False
15475,Flood,Chile,-35.220955997130424,-69.49914203754435,2025-11-28,4,17452.19932408058,4578091.061242598,51.88332196938217,Yes,0.49,False
8490,Flood,Chile,-35.842866064441054,-69.9252741630411,2023-07-08,2,13815.309096196048,2281067.419064401,70.22010082032537,No,3.1322901403268566,False
3720,Flood,Chile,-38.254413654476615,-69.30025369811258,2025-09-25,4,13561.890658797221,3498346.439677739,36.08360992776956,Yes,4.3506390140829865,False
11816,Flood,Chile,-35.793715091959726,-74.03493780941162,2024-03-07,5,23477.019809398655,4560099.021431176,29.363974656394344,Yes,0.68,False
19316,Flood,Chile,-33.020760535255484,-73.5695921056546,2024-05-31,3,26513.18655944319,4233370.357524894,1.9199106553246972,No,1.9590165666673434,False
5934,Flood,Chile,-36.318720232778304,-72.1487948494927,2025-03-28,3,17085.920667190054,3849180.272916981,52.947969869138426,Yes,2.247470871117721,False
12085,Flood,Chile,-38.87770442494923,-69.23641998657656,2024-09-06,3,31433.63760801127,7680676.497799296,74.76573397194672,Yes,0.5886015167318899,False
